Are you worried about tomorrow night?	Not really.
<EOC>	<EOC>
Will you two cut it out?	This Mercedes of yours, what's it look like?
<EOC>	<EOC>
Mr. President, just what do you think you're doing?	I'm a pilot, Will. This is where I belong.
<EOC>	<EOC>
Ground defense.	Did you hear that?
<EOC>	<EOC>
Donny!  Please!	Yeah, I could find this Lebowski guy--
<EOC>	<EOC>
Chance to get even?	I'll spot you five points.
<EOC>	<EOC>
How am I gonna do that?	Patience.  Concentrate.  You will find a way.
<EOC>	<EOC>
The wind --	What?
<EOC>	<EOC>
Otho, that's terrible.	My sentiments exactly.  Porcelain is for teeth!
<EOC>	<EOC>
I can't.	Come on.
My medication.  I left it back there.	We'll get it later.  Irene, please.
<EOC>	<EOC>
They're ready for you, sir.	Showtime.
<EOC>	<EOC>
Did their son see it happen?	I don't know.
<EOC>	<EOC>
Up an' at 'em, Taber.	What's going on?
<EOC>	<EOC>
Did you...	Shhh.
<EOC>	<EOC>
He's waitin' for you in the card room.	Let him wait.
<EOC>	<EOC>
Twelve years.	How did you get together?
<EOC>	<EOC>
You okay?	When's your birthday?
<EOC>	<EOC>
About anybody but yourself. You never have.	And you're a little fucking reject.
<EOC>	<EOC>
Oh. Oh.	Hello.
<EOC>	<EOC>
Thanks, Billy.	Hey, anytime.  Actually, no.  This was enough.
<EOC>	<EOC>
Boy, what'd I tell you about using that word?	"""Can't"" should never be in a man's vocabulary."
Why not?	Cause when you say can't, you ain't a man.
<EOC>	<EOC>
Barnett?	What?
<EOC>	<EOC>
How do you feel, Mr. Cunningham?	Mmmm... I feel extreme relaxation.
<EOC>	<EOC>
I haven't danced in.....	In ages, I know, me neither.
<EOC>	<EOC>
... And what do you call these?	Ja-shwa tsway. These are lips.
<EOC>	<EOC>
You'll be okay.	You men shoot, aim for the white meat!
<EOC>	<EOC>
I won't let anyone hurt you.	Watch it. They're coming out.
<EOC>	<EOC>
Meet Irene.	Hi.
Irene is going to help.	Thank you.
<EOC>	<EOC>
I scoured the city for it.	I love it!
<EOC>	<EOC>
What shall we drink to, sir?	To peace on earth.
<EOC>	<EOC>
Up and down, up and down!	I can't believe we invited Ian Malcolm.
<EOC>	<EOC>
I'm in a pissy mood.  I'm sorry.	What's wrong with it?
<EOC>	<EOC>
Mank! You scoundrel! What took you so long?!	Orson, please ... it's too bright
<EOC>	<EOC>
Where are you going?	I'm calling her!
<EOC>	<EOC>
-- and take this with you.	Where did this come from?
<EOC>	<EOC>
So what's unique?	Not what.  Who.
<EOC>	<EOC>
Why don't you step out of the car, son?	I don't understand what the--
Just step from the car.  Nice and slow.	Sure, Sheriff.
<EOC>	<EOC>
It's not going to hold your weight.	Just stay there, Nell!
<EOC>	<EOC>
What do you see, Erik?	I see the world.
Is it night or day, Erik?	It is day, of course, Freya.
<EOC>	<EOC>
They're not Cong.	We're Americans.
<EOC>	<EOC>
I'm just going to my room.	You're a guest here?
I'm -- I'm with a friend.	And who is that?
<EOC>	<EOC>
Holy shit.	What did you put in all those ammo boxes?
<EOC>	<EOC>
I'm Melanie.	You're late for breakfast.
<EOC>	<EOC>
...You ride Winston.	You sure?
<EOC>	<EOC>
We can't rely on your judgement anymore.	What does that mean?
<EOC>	<EOC>
Is that all?	Just remember, I'll be watching.
<EOC>	<EOC>
I've been a good worker --	Don't do this, Don.
<EOC>	<EOC>
Daddy!	Yes, Amy?
<EOC>	<EOC>
I'll be O.K. Just leave me be a while.	Can I get you anything?
Maybe a brandy.	Sure.
I'll be down in a minute	O.K.
<EOC>	<EOC>
They're gonna be what?	Supernumerary. It means better than expected.
<EOC>	<EOC>
Far from it, Michael... Don't put me up there.	All I meant was -
<EOC>	<EOC>
Now remember, you're not gonna kill anyone, right?	Right.
<EOC>	<EOC>
Levoi, Cooch. Raymond Levoi, Criminal Division.	Oh, yeah -- right.
<EOC>	<EOC>
Gus, tell me, have you ever heard of Vulcan?	That what they call you?
<EOC>	<EOC>
Molly, dear Molly. Go to bed now, baby...	I love you...
<EOC>	<EOC>
Well, I'm not.	Then you'll call, right?
<EOC>	<EOC>
We brought your laundry, Miss Boatwright.	Come in, children.
<EOC>	<EOC>
I know now.	Know what?
<EOC>	<EOC>
This isn't a very good place to talk.	I don't want to talk.
<EOC>	<EOC>
You told them, didn't you?	Don't try to be a policeman, old man.
<EOC>	<EOC>
What if you hide me?	What do you mean?
<EOC>	<EOC>
I'm free. I can never thank you enough.	For what?
<EOC>	<EOC>
Did you hear what I said?	I want to document my trip to America.
<EOC>	<EOC>
I gotta be going.	Going to Turley, was it?
<EOC>	<EOC>
You think I'm uncomfortable...	Correct.
<EOC>	<EOC>
I'd given you up.	Sorry.
<EOC>	<EOC>
Don't forget your identity.	See you next week.
<EOC>	<EOC>
Passport, please.	Oh.
<EOC>	<EOC>
That bastard.	George is a hairdresser, isn't he?
<EOC>	<EOC>
Forty-four.  Forty-five.	I'd say you've got about two minutes.
<EOC>	<EOC>
Funny how things turn out, isn't it?	Hilarious.
<EOC>	<EOC>
He has been imprisoned, here in the Potala, Holiness.	The Sera monks have surrendered?
<EOC>	<EOC>
Where's Fezzik?	I thought he was with you.
No.	In that case --
<EOC>	<EOC>
I never saw one that big.	What do we do? Get some help? Radio in?
<EOC>	<EOC>
Why are you here?	Am I not welcome?
<EOC>	<EOC>
The James-Younger Gang.	Sorry.
<EOC>	<EOC>
What if I did?	You'd know I wouldn't run off.
<EOC>	<EOC>
Bill Styles...	Who?
<EOC>	<EOC>
Keep what handy?	Nothing.
<EOC>	<EOC>
What's wrong with you?	You wanted to tussle, we tussled.
<EOC>	<EOC>
Why? He can't help us.	He's probably the only one who can help us.
<EOC>	<EOC>
Ray, run faster.	Okay.
<EOC>	<EOC>
See you, Warren.	Huh...?
<EOC>	<EOC>
What's wrong? Am I doing something wrong?	Just making me feel like a piece of meat.
I'm making you feel like meat?	Yeah.
<EOC>	<EOC>
Will the Senator yield for a question?	I yield.
<EOC>	<EOC>
Bill!	Huh?
<EOC>	<EOC>
They did show up.  Isn't that great?	I hope so.
<EOC>	<EOC>
But there's still daylight left.	'Bout two hours left.
<EOC>	<EOC>
Hi. Frank... coming in, please.	Right. Just a sec.
Okay.	Okay, come on down.
<EOC>	<EOC>
We don't have anything from the Nurse Association?	The broad has disappeared...
<EOC>	<EOC>
Tonight turned out to be pretty interesting.	The party?
<EOC>	<EOC>
Let's go away.	What's the matter?
Let's not get into any more trouble.	Wait here.
<EOC>	<EOC>
Boone!  You awake?  Eight o'clock.	Fuck off!
<EOC>	<EOC>
Who's your parole officer?	A guy named Scagnetti. Seymour Scagnetti.
How is he?	Fuckin' asshole, won't let me leave the halfway house.
<EOC>	<EOC>
Right here?	Raise the platform, hurry!
<EOC>	<EOC>
What'd he say?	Said I speak French like a Spanish cow.
<EOC>	<EOC>
What's the rush, John Henry?	I ain't John Henry.
Good.	What's your fuckin' problem, anyway?
<EOC>	<EOC>
It sure is good to be home....	It sure is....
<EOC>	<EOC>
You want me to put it here?	Use your fucking instinct.
<EOC>	<EOC>
...nobody interfered with the fuckin' skim.	Hey.
<EOC>	<EOC>
It is miraculous.	Oh yes. He's really proud of his work.
<EOC>	<EOC>
What did you pay Nilsen?	Isn't he the policeman that you shot, Shooter?
<EOC>	<EOC>
Systems register functional.	All systems are working, Commander.
<EOC>	<EOC>
Tubbs, it's me.	Well where are ya, what are ya, drunk?
No...I'm in some trouble...	Well...whatsamatter?  Run in with the law?
<EOC>	<EOC>
I'll socialize with whomever I please.	Don't invite danger into your father's house.
<EOC>	<EOC>
Never will be much too soon.	Take it easy.
<EOC>	<EOC>
NUSSING!	ANTI-SEMITE!
<EOC>	<EOC>
No.	No wonder you jumped in the river.
<EOC>	<EOC>
Hey there.	Hi.
<EOC>	<EOC>
Maybe we'll see you sometime.	Yeah... maybe. So long.
<EOC>	<EOC>
Want some help with that?	Don't touch it.
<EOC>	<EOC>
Sure am, who are you?	I am Vada Margaret Sultenfuss. My mother was...
<EOC>	<EOC>
Yes sir..	The wings..
<EOC>	<EOC>
102  CONTINUED:	Wait 'til I'm across!
<EOC>	<EOC>
Jesus, Bob.	I didn't do anything.
<EOC>	<EOC>
We closed.	Fantastic.  Out here.
<EOC>	<EOC>
He agreed that he was.	What do you think his name is?
<EOC>	<EOC>
Did you wanna be alone?	No. Please.
<EOC>	<EOC>
Are you looking for Gabriela Rossmann?	Yes.
<EOC>	<EOC>
That happens.  To families.	I'll be there for you.
<EOC>	<EOC>
Liberating isn't it?	Y'know it is, a bit.
<EOC>	<EOC>
You're sure it's okay?	Don't worry. I'll respect you afterwards.
<EOC>	<EOC>
Gosh, if only we could find Kat a boyfriend...	Let me see what I can do.
<EOC>	<EOC>
Someone should rob the office.	Huh.
<EOC>	<EOC>
What?	Get going!
<EOC>	<EOC>
-- rode right into them, screaming like a banshee.	My little Web did that?
<EOC>	<EOC>
I feel sick.	Imagine how he feels.
<EOC>	<EOC>
I thought you'd be up with the sun.	My stupid back.
<EOC>	<EOC>
I loved you.	I know.
<EOC>	<EOC>
Know somethin'? This stuff's just kick-the-can on ponies.	Shuddup.
Wanna know what I think?	Spare us.
<EOC>	<EOC>
I thought we had to meet the Man.	You do.
When?	Right now.
<EOC>	<EOC>
She's not here.	Where is she?
<EOC>	<EOC>
Darling!	Darling!
<EOC>	<EOC>
God, what's wrong with him?	Here.  Let me try.
<EOC>	<EOC>
Wait... just wait.	It was him.
<EOC>	<EOC>
Man knows what he likes.	Lookin' good.
That's a high-end item.  Total reliability.	What'd you call that -- the Protector?
<EOC>	<EOC>
Another rough night, huh?  That it?	Yeah.  That's it.
<EOC>	<EOC>
You stole my luggage? You--	I'm a thief. Sue me.
<EOC>	<EOC>
Saavik, get us out, best speed!	Aye, sir.
<EOC>	<EOC>
This is bad, Nicky.	How bad?
<EOC>	<EOC>
What's wrong?	They're killing the Wigand interview...
What?!	They're pretending it's process. Bullshit, it's foregone.
What are you and Mike going to do?	I'm alone on this...
<EOC>	<EOC>
Paul! Where is he? Can you see him?	I'm trying! That thing took him down this way!
<EOC>	<EOC>
Thanks a lot.	What's that?
<EOC>	<EOC>
What is going on?	Really.  I don't know.
<EOC>	<EOC>
Detective Kincaid?	What Rielly?
<EOC>	<EOC>
Hardy, what are you doing --	Isn't this how your story goes?
<EOC>	<EOC>
Since how long?	Since as long as we've been keeping records...
<EOC>	<EOC>
What, and leave you here all by your lonesome?	Uh...
<EOC>	<EOC>
Working hard?	It's a living.
<EOC>	<EOC>
Fuck you.	Yeah.
<EOC>	<EOC>
Hello?	Hello, Mrs. Webster.  Is China there?
No Jonathan.	No?
She went to a waxwork party	A party at a waxwork huh?
Can I give her a message?	You don't happen to have the address do ya?
<EOC>	<EOC>
Courage, Jack.	I pray God grants it me.
<EOC>	<EOC>
Have you seen him with someone?	No...  I can just tell.
<EOC>	<EOC>
How may I help you?	Congratulations.
<EOC>	<EOC>
I read George Jean Nathan every week.	Also Addison deWitt.
Every day.	You didn't have to tell me.
<EOC>	<EOC>
No prob. I'm cool.	Thanks, Scoob.
<EOC>	<EOC>
Give me your keys.	My keys?
<EOC>	<EOC>
Like amnesia.	Can't remember shit. CRS.
<EOC>	<EOC>
Yes, Cole?	They used to hang people here.
<EOC>	<EOC>
Thank you.	You're such an asshole.
<EOC>	<EOC>
I can't swim! I can't swim!	Relax!
<EOC>	<EOC>
Good night, mother, good night.	Good night...Barbara...
<EOC>	<EOC>
Is that yours?	For Ringo.
<EOC>	<EOC>
West was one thing, but this --	Shut up, Mueller.
<EOC>	<EOC>
You look like handmade shit.	So do you.
<EOC>	<EOC>
The attic room is locked --	They're ghosts.  They do what they want.
<EOC>	<EOC>
-Tawny.	Whew. You bounce right back don't you?
<EOC>	<EOC>
Have you ever been on television?	Television?
Yes.	No. Why?
<EOC>	<EOC>
Sam the Man.	Hey, Ben. Thanks for coming down.
<EOC>	<EOC>
It makes me sad.	Can --?
<EOC>	<EOC>
Pack of cigarettes.	What's your point?
<EOC>	<EOC>
Is this your first time here?	Yes.
<EOC>	<EOC>
Shouldn't you be in mourning?	I am.
<EOC>	<EOC>
Yeah.	He's commanding the detachment at Nu Mung Ba.
<EOC>	<EOC>
Your security's for shit, kid.	Where the hell have you been?
<EOC>	<EOC>
Why didn't you shoot the woman, O'Neil?	Wasn't deemed a threat.
<EOC>	<EOC>
What's Leatherface doing here?	He came to make up.
There goes my chance with Sid.	Like you had one.
<EOC>	<EOC>
Of course, yes.	The way you just looked at me...
<EOC>	<EOC>
Hi, Eve!	Hi, Adam.  This is, uh....
<EOC>	<EOC>
It becomes an addiction.	Really?
<EOC>	<EOC>
Let's do it here.	What about him?
<EOC>	<EOC>
This tastes horrible, hmmn?	You're wondering why I held it.
<EOC>	<EOC>
Then, what do you suggest, Don Sanchez?	He must be replaced.
<EOC>	<EOC>
Is that the manager?	Unlock that door.  Check the aisles.
<EOC>	<EOC>
C'mon, c'mon, tell the truth...c'mon.	They'll kill me.
<EOC>	<EOC>
Rough day?	Rough life, Jack.
<EOC>	<EOC>
The lock...	I'll get a locksmith.
<EOC>	<EOC>
Hello.	Hi, Lindsey, this is Paul. Is Annie there?
Yes, she is.	Will you get her for me?
She's washing her clothes.	Well, go tell her it's me, okay?
<EOC>	<EOC>
Chocolate.	Chocolate it shall be.  Come on son.
<EOC>	<EOC>
Don't think it'll be a problem.	C'mon.
<EOC>	<EOC>
Come on, Sid. Give me the gun.	No, Sid.
<EOC>	<EOC>
Okay?	Yeah!
<EOC>	<EOC>
What was the bullet?	Wasn't no bullet.
<EOC>	<EOC>
Bullshit red tape.	I'm heading out. How about you?
<EOC>	<EOC>
What was that?	Don't panic.
<EOC>	<EOC>
Are you ready Ilsa?	Yes, I'm ready.  Goodbye, Rick. God bless you.
<EOC>	<EOC>
Great moves, Day-Day.	What happen?
<EOC>	<EOC>
Try it.	No fucking way.
<EOC>	<EOC>
BLOW THE FUCKER UP.	Blow it up?
<EOC>	<EOC>
What's wrong?  What's happening?	Keep away, I'm fine, I'm fine.
<EOC>	<EOC>
Who're you?	American.  Come to get you out.
Man, you are one scary-looking motherfucker!	Can you walk?
<EOC>	<EOC>
Mr. Galvin's...	Let me talk to Mickey.
<EOC>	<EOC>
You mean to take us all down with you?	Don't be absurd; it's only a play.
<EOC>	<EOC>
Chauncey! Chauncey!	Hello, Eve.
<EOC>	<EOC>
I'll be in my office.	I just washed this shirt, didn't I?
<EOC>	<EOC>
Lets go.	I dont know what your problem is, but...
<EOC>	<EOC>
...done right, you gotta do it yourself.	Then do it the way you want.
<EOC>	<EOC>
You bastards!	What did you do to him!?
<EOC>	<EOC>
Are they following us?	Yes.
<EOC>	<EOC>
This is not good.	I'll do it tomorrow.
<EOC>	<EOC>
Oh, I was just going to...	A very responsible young man you're out with tonight.
I was gonna...	Thanks a lot Lloyd.
<EOC>	<EOC>
Is he sick?	Cancer.
<EOC>	<EOC>
She okay?	I hope so.
<EOC>	<EOC>
Everythings under control up here.  Are you ready?	Yes.  Au revoir...
<EOC>	<EOC>
What's that?	We're gonna stay out of your way tomorrow night.
You're going out?	We're going to bed.
<EOC>	<EOC>
This is not a good time.	There's no time.
<EOC>	<EOC>
Think about it...	What the fuck is wrong with you?
<EOC>	<EOC>
Where?  Here?	Here.
There?	Here.
Here.	Feel anything?
<EOC>	<EOC>
I'm not going without you.	Get in the boat, Rose.
<EOC>	<EOC>
All righ...	Good.  How long ago did your wife die?
It's been about a year and a half.	Have you had any relationship since?
<EOC>	<EOC>
Yield. I have the advantage.	I will not.
<EOC>	<EOC>
He's the manager!	leads a young man-JOHN-into the dining room.
<EOC>	<EOC>
We'll call it the Flying Donut!	The Dancing Dingus!
<EOC>	<EOC>
Bobby, Bobby!  Where're you hit?!	It hurts.  Aw, Jesus!
<EOC>	<EOC>
It was his idea.	Was it?
I...I'm sure he got more than the five, actually.	Uh-huh?
He told me my share was twenty-five.	Mmm.
<EOC>	<EOC>
How ya doin'?	Mr. Mohra?
Yah.	Officer Olson.
<EOC>	<EOC>
They really made her...	Perfect.
<EOC>	<EOC>
No. Don't answer it!	Why?
<EOC>	<EOC>
We're still thirty-six minutes from transmission range, sir.	We're through running from these bastards.
<EOC>	<EOC>
Oh, right. Daddy's died and gone to heaven, eh?	Yes!
<EOC>	<EOC>
How was...  ...the ballet?	It was the experience of a lifetime.
<EOC>	<EOC>
Gotta go.	Where?
<EOC>	<EOC>
Hi, Patrick. I thought that was you.	Hello
<EOC>	<EOC>
Susan!	Wellie well, Dr. Bright.  You're just in time.
<EOC>	<EOC>
Where have you been?!!	He....He...
<EOC>	<EOC>
Set down in there.	What's going on?
<EOC>	<EOC>
What about this morning? Any developments?	No. The shades are still drawn in their apartment.
<EOC>	<EOC>
I'm going to take a shower.	Okay.
<EOC>	<EOC>
We're about to lose communications with Starfleet, Captain.	Do you have everything you need from command?
<EOC>	<EOC>
But I mean really... wonderfully...  great.	Absolutely.
<EOC>	<EOC>
Shit.	Shit?
No, no... don't say that. Bad word.	Shit... shit... what shit?
<EOC>	<EOC>
Young man, this Faberge Egg is chipped.	Yes, ma'am, it is.
I'll give you fifty cents.	That's a Franklin Mint piece. Eight dollars.
<EOC>	<EOC>
Come on, come on.	Who was it?
<EOC>	<EOC>
....now: this pudding?	Yeah.
<EOC>	<EOC>
Oooh. Oooh.	Ah, Domini?
What?	You planning on sleeping out there?
<EOC>	<EOC>
And here is our illustrious Court Composer, Herr Salieri.	Finally! Such an immense joy. Diletto straordinario!
<EOC>	<EOC>
Manray!	Manray!
<EOC>	<EOC>
Which way?	That way.
<EOC>	<EOC>
I just upped my price	What?
A hundred bucks a date.	Forget it.
<EOC>	<EOC>
Panes?	From Jewish Folk Poetry, a song cycle...
<EOC>	<EOC>
I'll be right back.	Where you going?
<EOC>	<EOC>
Hurry it up.	Don't wait for me!
<EOC>	<EOC>
What is that <i>thing</i>?	I think that thing is Ben.
<EOC>	<EOC>
Jesse, is that your hand?	Nuh-huh ...
<EOC>	<EOC>
I can't do it.	What kind of man are you?
<EOC>	<EOC>
Could you do it?	No.
<EOC>	<EOC>
Casey.  She's my only friend.	What about me?
<EOC>	<EOC>
Hey. What are you guys doing here?	We're springing you, Leer. Get some pants on.
<EOC>	<EOC>
Think the Iraqi's killed them all?	Probably shot a few.  Scattered the rest. Murderers.
<EOC>	<EOC>
You really picked a winner, kid.	Give 'em a little time.
<EOC>	<EOC>
Good morning, Rita. How are we today?	Today, a good girl.
<EOC>	<EOC>
Hey, there - You seen my Winifred?	No.
You got a place to stay?	No. Probably stay at a motel tonight.
You in music?	No.
<EOC>	<EOC>
No, it's no cure. It's something much more interesting.	You fucking liar!
<EOC>	<EOC>
General Greene?	I'm with Captain Hamilton.
<EOC>	<EOC>
Why's it so goddamn hot out here?	...Fred...
<EOC>	<EOC>
Hey, this is my office. There's no smoking.	Arrest me.
<EOC>	<EOC>
You don't sound like you're from here.	I'm not. I just drove in from Kansas.
So why'd you come to L.A.?	I came for love. My fiancé is here.
<EOC>	<EOC>
It's not going to help us!	We're going to die here! We're going to die!
<EOC>	<EOC>
I like that.	No.
<EOC>	<EOC>
I was saying to Quince we won't need --	Did you just hear something?
Why yes, Bill, I was saying to Quince --	No no, not you.
<EOC>	<EOC>
Look at how cute I am!	What a little hosebag.
<EOC>	<EOC>
Sssh!  Quiet.  Y'know that's illegal.	Well the guy over there said...
<EOC>	<EOC>
You didn't actually purchase this car, did you. Trip??	It was Jerry Nathan's. He owed me money.
<EOC>	<EOC>
Land of the free.	Home of the brave.
<EOC>	<EOC>
Too bad we can't SMELL her.	In space, no one can hear you sweat.
<EOC>	<EOC>
You've cut your hair?	I dyed it. We're all getting old.
<EOC>	<EOC>
Daddy, come up and sing the baseball.	I'll be up soon, Little Chief.
<EOC>	<EOC>
Couldn't get the words out before.	Better get him to a hospital.
<EOC>	<EOC>
Father?	Six-pounders.  Lots of them.
<EOC>	<EOC>
hound of resurrection --	See? I don't like that --
<EOC>	<EOC>
Well he ain't normal that's fo sure.	That's what he is... Baaaa!
<EOC>	<EOC>
Somebody's poisoned the water hole...	It's busted.
<EOC>	<EOC>
What's happening?	I'm taking you to the hospital.
Let me out. I have to talk to you.	Later.
<EOC>	<EOC>
How you know that?	Remember who my brother is?
<EOC>	<EOC>
Don Alonso de Bobadilla.	Yes... I remember...
<EOC>	<EOC>
Certainly...	By the book...
<EOC>	<EOC>
You okay?	A piece of shrapnel hit me.
<EOC>	<EOC>
...like the water purifiers?	What?
<EOC>	<EOC>
Don't you think we should get some tools, maybe?	Yes, you're right. We'll go see Glaucus. Come on.
<EOC>	<EOC>
Well, that's a relief.  Thank you.	No... no problem.
<EOC>	<EOC>
Happy New Year, darling.	Happy New Year.
<EOC>	<EOC>
Delly, shhhhhh...	No... I can't... I have to... I can't...
<EOC>	<EOC>
Well...	Yes?
<EOC>	<EOC>
Does anybody out there want something to drink?	I'll take care of it.
<EOC>	<EOC>
Kirsty.	Hi. I got soaked.
There's a towel in the bathroom.	Which is where?
<EOC>	<EOC>
Eddie Dowd.	Roger Baron.
<EOC>	<EOC>
Remember. One chorus and out.	I'm a man with a mission, Jack.
<EOC>	<EOC>
No.	He has a little dog.
<EOC>	<EOC>
Oh, you come to see Doctor Lady?	Yes.
My Doctor Lady?	Mine, too.
<EOC>	<EOC>
Hi Josh.	Hi.
I just stopped in to say hi.	Yeah, well... hi...
<EOC>	<EOC>
I'll do it.  The rest of you continue.	I'll come with you.
<EOC>	<EOC>
What's that for?	You work in a video store!
<EOC>	<EOC>
Hi, Roper.	Hi, Kimura. Where's the command post?
<EOC>	<EOC>
That was a fucking hollow point!	I guess it's true. Guns don't kill people...
<EOC>	<EOC>
Hello, Mary?	Oh, hello darling.
<EOC>	<EOC>
Velcome to ve Vaxverk.	Uh, wrong picture Tony.
<EOC>	<EOC>
I know 'Halloran.'  What's the rest of it?	MaryJane.  We call her M.J.
<EOC>	<EOC>
All right.  Who are you?	We're...
<EOC>	<EOC>
I'll get if for you.	No! No. Heh. I'll be right back.
<EOC>	<EOC>
Shut your pie hole, Jimmy.	I will not have my boys arguing.
<EOC>	<EOC>
All right, just a few questions.	I'd like to ask you about your hobbies.
<EOC>	<EOC>
She's getting undressed.	Gimme the binoculars.
No.  It's not right.	Gimme the binoculars or I will shoot you.
<EOC>	<EOC>
Mrs. Wigand, how do you do?	Jump in, quick, c'mon...
<EOC>	<EOC>
I can't do it.	That's because you're soft. Gimme the gun.
What'd you say?	I said you're soft.
<EOC>	<EOC>
That guy knows you?	Yeah, uh. Mike. That's Mike.
<EOC>	<EOC>
Where are you now?	Here with you.
Where?	The tall trees...
Have you been here before?	Yes...
<EOC>	<EOC>
...-damn!	Okay, okay!
Ah, one of them's in the back.	No, no, no, no, no.  Keep goin'.
<EOC>	<EOC>
What are you doing here?	What... ?
<EOC>	<EOC>
Who was that?	A friend from school.
<EOC>	<EOC>
This is filed incorrectly!	Here too!  They're all in a dreadful muddle!
<EOC>	<EOC>
Two heads.	Better than one.
<EOC>	<EOC>
For the time being.	Good day.
<EOC>	<EOC>
Don't you open your messages?	I've had enough good news for today
<EOC>	<EOC>
Just a roach, Zook.	Good for you. Protein.
<EOC>	<EOC>
